State of Residence,State of Residence Code,Age of Mother 9,Age of Mother 9 Code,Mother's Education,Mother's Education Code,Year,Year Code,Births,% of Total Births,Average Age of Mother (years),Standard Deviation for Average Age of Mother
Kentucky,21,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2018,2018,51,0.00%,23.61,0.56
Kentucky,21,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2019,2019,37,0.00%,23.78,0.41
Kentucky,21,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2020,2020,49,0.00%,23.59,0.53
Kentucky,21,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2021,2021,74,0.00%,23.61,0.65
Kentucky,21,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2022,2022,71,0.00%,23.61,0.64
Kentucky,21,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2023,2023,60,0.00%,23.6,0.66
Kentucky,21,20-24 years,20-24,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2022,2022,11,0.00%,23.82,0.39
Kentucky,21,20-24 years,20-24,Unknown or Not Stated,Unk,2018,2018,53,0.00%,22.38,1.46
Kentucky,21,20-24 years,20-24,Unknown or Not Stated,Unk,2019,2019,46,0.00%,22.35,1.49
Kentucky,21,20-24 years,20-24,Unknown or Not Stated,Unk,2020,2020,45,0.00%,22.33,1.37
Kentucky,21,20-24 years,20-24,Unknown or Not Stated,Unk,2021,2021,33,0.00%,22.15,1.44
Kentucky,21,20-24 years,20-24,Unknown or Not Stated,Unk,2022,2022,54,0.00%,22.11,1.41
Kentucky,21,20-24 years,20-24,Unknown or Not Stated,Unk,2023,2023,32,0.00%,22,1.48
Kentucky,21,25-29 years,25-29,8th grade or less,1,2018,2018,297,0.00%,26.75,1.41
Kentucky,21,25-29 years,25-29,8th grade or less,1,2019,2019,272,0.00%,26.87,1.41
Kentucky,21,25-29 years,25-29,8th grade or less,1,2020,2020,297,0.00%,26.82,1.49
Kentucky,21,25-29 years,25-29,8th grade or less,1,2021,2021,309,0.00%,27,1.43
Kentucky,21,25-29 years,25-29,8th grade or less,1,2022,2022,280,0.00%,27.05,1.37
Kentucky,21,25-29 years,25-29,8th grade or less,1,2023,2023,316,0.00%,26.98,1.45
Kentucky,21,25-29 years,25-29,9th through 12th grade with no diploma,2,2018,2018,977,0.01%,26.87,1.4
Kentucky,21,25-29 years,25-29,9th through 12th grade with no diploma,2,2019,2019,934,0.01%,26.81,1.34
Kentucky,21,25-29 years,25-29,9th through 12th grade with no diploma,2,2020,2020,835,0.00%,26.84,1.39
Kentucky,21,25-29 years,25-29,9th through 12th grade with no diploma,2,2021,2021,762,0.00%,26.87,1.43
Kentucky,21,25-29 years,25-29,9th through 12th grade with no diploma,2,2022,2022,677,0.00%,26.87,1.37
Kentucky,21,25-29 years,25-29,9th through 12th grade with no diploma,2,2023,2023,623,0.00%,26.8,1.44
Kentucky,21,25-29 years,25-29,High school graduate or GED completed,3,2018,2018,4047,0.02%,26.77,1.38
Kentucky,21,25-29 years,25-29,High school graduate or GED completed,3,2019,2019,4127,0.02%,26.75,1.4
Kentucky,21,25-29 years,25-29,High school graduate or GED completed,3,2020,2020,4114,0.02%,26.74,1.41
Kentucky,21,25-29 years,25-29,High school graduate or GED completed,3,2021,2021,4182,0.02%,26.76,1.41
Kentucky,21,25-29 years,25-29,High school graduate or GED completed,3,2022,2022,4104,0.02%,26.78,1.4
Kentucky,21,25-29 years,25-29,High school graduate or GED completed,3,2023,2023,4280,0.03%,26.72,1.39
Kentucky,21,25-29 years,25-29,"Some college credit, but not a degree",4,2018,2018,4006,0.02%,26.84,1.42
Kentucky,21,25-29 years,25-29,"Some college credit, but not a degree",4,2019,2019,3895,0.02%,26.92,1.39
Kentucky,21,25-29 years,25-29,"Some college credit, but not a degree",4,2020,2020,3498,0.02%,26.92,1.4
Kentucky,21,25-29 years,25-29,"Some college credit, but not a degree",4,2021,2021,3480,0.02%,26.91,1.41
Kentucky,21,25-29 years,25-29,"Some college credit, but not a degree",4,2022,2022,3295,0.02%,26.94,1.4
Kentucky,21,25-29 years,25-29,"Some college credit, but not a degree",4,2023,2023,3094,0.02%,26.98,1.41
Kentucky,21,25-29 years,25-29,"Associate degree (AA, AS)",5,2018,2018,1859,0.01%,27.08,1.4
Kentucky,21,25-29 years,25-29,"Associate degree (AA, AS)",5,2019,2019,1794,0.01%,27.1,1.4
Kentucky,21,25-29 years,25-29,"Associate degree (AA, AS)",5,2020,2020,1623,0.01%,27,1.38
Kentucky,21,25-29 years,25-29,"Associate degree (AA, AS)",5,2021,2021,1637,0.01%,27.06,1.4
Kentucky,21,25-29 years,25-29,"Associate degree (AA, AS)",5,2022,2022,1710,0.01%,27.04,1.41
Kentucky,21,25-29 years,25-29,"Associate degree (AA, AS)",5,2023,2023,1592,0.01%,26.99,1.4
Kentucky,21,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2018,2018,2742,0.02%,27.2,1.37
Kentucky,21,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2019,2019,2848,0.02%,27.23,1.37
Kentucky,21,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2020,2020,2762,0.02%,27.19,1.38
Kentucky,21,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2021,2021,2939,0.02%,27.23,1.37
Kentucky,21,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2022,2022,2971,0.02%,27.21,1.37
Kentucky,21,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2023,2023,2957,0.02%,27.17,1.39
Kentucky,21,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2018,2018,1114,0.01%,27.68,1.26
Kentucky,21,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2019,2019,1042,0.01%,27.6,1.3
Kentucky,21,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2020,2020,1026,0.01%,27.68,1.25
Kentucky,21,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2021,2021,1073,0.01%,27.58,1.26
Kentucky,21,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2022,2022,1162,0.01%,27.61,1.27
Kentucky,21,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2023,2023,1178,0.01%,27.48,1.31
Kentucky,21,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2018,2018,173,0.00%,28.07,1.15
Kentucky,21,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2019,2019,183,0.00%,27.99,1.08
Kentucky,21,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2020,2020,164,0.00%,27.93,1.14
Kentucky,21,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2021,2021,182,0.00%,27.81,1.13
Kentucky,21,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2022,2022,214,0.00%,27.73,1.29
Kentucky,21,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2023,2023,213,0.00%,27.91,1.11
Kentucky,21,25-29 years,25-29,Unknown or Not Stated,Unk,2018,2018,65,0.00%,26.95,1.41
Kentucky,21,25-29 years,25-29,Unknown or Not Stated,Unk,2019,2019,66,0.00%,27.12,1.34
Kentucky,21,25-29 years,25-29,Unknown or Not Stated,Unk,2020,2020,37,0.00%,27.32,1.4
Kentucky,21,25-29 years,25-29,Unknown or Not Stated,Unk,2021,2021,47,0.00%,26.91,1.44
Kentucky,21,25-29 years,25-29,Unknown or Not Stated,Unk,2022,2022,69,0.00%,27.07,1.38
Kentucky,21,25-29 years,25-29,Unknown or Not Stated,Unk,2023,2023,33,0.00%,27.18,1.38
Kentucky,21,30-34 years,30-34,8th grade or less,1,2018,2018,218,0.00%,31.93,1.51
Kentucky,21,30-34 years,30-34,8th grade or less,1,2019,2019,225,0.00%,31.92,1.38
Kentucky,21,30-34 years,30-34,8th grade or less,1,2020,2020,203,0.00%,31.83,1.36
Kentucky,21,30-34 years,30-34,8th grade or less,1,2021,2021,227,0.00%,31.94,1.46
Kentucky,21,30-34 years,30-34,8th grade or less,1,2022,2022,223,0.00%,31.89,1.39
Kentucky,21,30-34 years,30-34,8th grade or less,1,2023,2023,244,0.00%,31.79,1.42
Kentucky,21,30-34 years,30-34,9th through 12th grade with no diploma,2,2018,2018,478,0.00%,31.6,1.38
Kentucky,21,30-34 years,30-34,9th through 12th grade with no diploma,2,2019,2019,510,0.00%,31.69,1.37
Kentucky,21,30-34 years,30-34,9th through 12th grade with no diploma,2,2020,2020,504,0.00%,31.76,1.39
Kentucky,21,30-34 years,30-34,9th through 12th grade with no diploma,2,2021,2021,468,0.00%,31.72,1.4
Kentucky,21,30-34 years,30-34,9th through 12th grade with no diploma,2,2022,2022,433,0.00%,31.61,1.36
Kentucky,21,30-34 years,30-34,9th through 12th grade with no diploma,2,2023,2023,413,0.00%,31.86,1.31
Kentucky,21,30-34 years,30-34,High school graduate or GED completed,3,2018,2018,1741,0.01%,31.6,1.39
Kentucky,21,30-34 years,30-34,High school graduate or GED completed,3,2019,2019,1849,0.01%,31.58,1.37
Kentucky,21,30-34 years,30-34,High school graduate or GED completed,3,2020,2020,1916,0.01%,31.63,1.39
Kentucky,21,30-34 years,30-34,High school graduate or GED completed,3,2021,2021,2041,0.01%,31.6,1.37
Kentucky,21,30-34 years,30-34,High school graduate or GED completed,3,2022,2022,2032,0.01%,31.6,1.38
Kentucky,21,30-34 years,30-34,High school graduate or GED completed,3,2023,2023,2123,0.01%,31.72,1.37
Kentucky,21,30-34 years,30-34,"Some college credit, but not a degree",4,2018,2018,2238,0.01%,31.69,1.39
Kentucky,21,30-34 years,30-34,"Some college credit, but not a degree",4,2019,2019,2182,0.01%,31.65,1.37
Kentucky,21,30-34 years,30-34,"Some college credit, but not a degree",4,2020,2020,2105,0.01%,31.7,1.38
Kentucky,21,30-34 years,30-34,"Some college credit, but not a degree",4,2021,2021,2117,0.01%,31.69,1.39
Kentucky,21,30-34 years,30-34,"Some college credit, but not a degree",4,2022,2022,2155,0.01%,31.67,1.38
Kentucky,21,30-34 years,30-34,"Some college credit, but not a degree",4,2023,2023,2111,0.01%,31.76,1.38
Kentucky,21,30-34 years,30-34,"Associate degree (AA, AS)",5,2018,2018,1293,0.01%,31.75,1.39
Kentucky,21,30-34 years,30-34,"Associate degree (AA, AS)",5,2019,2019,1315,0.01%,31.72,1.38
Kentucky,21,30-34 years,30-34,"Associate degree (AA, AS)",5,2020,2020,1232,0.01%,31.71,1.36
Kentucky,21,30-34 years,30-34,"Associate degree (AA, AS)",5,2021,2021,1265,0.01%,31.68,1.38
Kentucky,21,30-34 years,30-34,"Associate degree (AA, AS)",5,2022,2022,1221,0.01%,31.79,1.38
Kentucky,21,30-34 years,30-34,"Associate degree (AA, AS)",5,2023,2023,1247,0.01%,31.77,1.37
Kentucky,21,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2018,2018,2743,0.02%,31.83,1.39
Kentucky,21,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2019,2019,2665,0.02%,31.81,1.39
Kentucky,21,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2020,2020,2568,0.02%,31.75,1.37
Kentucky,21,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2021,2021,2901,0.02%,31.74,1.41
Kentucky,21,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2022,2022,2816,0.02%,31.79,1.38
Kentucky,21,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,2023,2023,2768,0.02%,31.8,1.38
Kentucky,21,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2018,2018,1821,0.01%,31.81,1.38
Kentucky,21,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2019,2019,1783,0.01%,31.83,1.38
Kentucky,21,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2020,2020,1797,0.01%,31.87,1.39
Kentucky,21,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2021,2021,1778,0.01%,31.95,1.4
Kentucky,21,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2022,2022,1825,0.01%,31.92,1.39
Kentucky,21,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2023,2023,1758,0.01%,31.93,1.41
Kentucky,21,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2018,2018,507,0.00%,32.04,1.43
Kentucky,21,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2019,2019,505,0.00%,31.99,1.38
Kentucky,21,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2020,2020,481,0.00%,31.97,1.36
Kentucky,21,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2021,2021,523,0.00%,32.08,1.35
Kentucky,21,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2022,2022,542,0.00%,32.11,1.42
Kentucky,21,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2023,2023,513,0.00%,32.01,1.41
Kentucky,21,30-34 years,30-34,Unknown or Not Stated,Unk,2018,2018,48,0.00%,31.83,1.31
Kentucky,21,30-34 years,30-34,Unknown or Not Stated,Unk,2019,2019,54,0.00%,31.7,1.4
Kentucky,21,30-34 years,30-34,Unknown or Not Stated,Unk,2020,2020,42,0.00%,32.07,1.4
Kentucky,21,30-34 years,30-34,Unknown or Not Stated,Unk,2021,2021,45,0.00%,31.84,1.46
Kentucky,21,30-34 years,30-34,Unknown or Not Stated,Unk,2022,2022,47,0.00%,31.7,1.27
Kentucky,21,30-34 years,30-34,Unknown or Not Stated,Unk,2023,2023,51,0.00%,31.94,1.36
Kentucky,21,35-39 years,35-39,8th grade or less,1,2018,2018,125,0.00%,36.74,1.36
Kentucky,21,35-39 years,35-39,8th grade or less,1,2019,2019,134,0.00%,36.89,1.35
Kentucky,21,35-39 years,35-39,8th grade or less,1,2020,2020,142,0.00%,36.74,1.45
Kentucky,21,35-39 years,35-39,8th grade or less,1,2021,2021,151,0.00%,36.74,1.4
Kentucky,21,35-39 years,35-39,8th grade or less,1,2022,2022,124,0.00%,36.82,1.42
Kentucky,21,35-39 years,35-39,8th grade or less,1,2023,2023,137,0.00%,36.49,1.3
Kentucky,21,35-39 years,35-39,9th through 12th grade with no diploma,2,2018,2018,223,0.00%,36.56,1.42
Kentucky,21,35-39 years,35-39,9th through 12th grade with no diploma,2,2019,2019,199,0.00%,36.48,1.29
Kentucky,21,35-39 years,35-39,9th through 12th grade with no diploma,2,2020,2020,167,0.00%,36.54,1.43
Kentucky,21,35-39 years,35-39,9th through 12th grade with no diploma,2,2021,2021,167,0.00%,36.51,1.34
Kentucky,21,35-39 years,35-39,9th through 12th grade with no diploma,2,2022,2022,173,0.00%,36.73,1.45
Kentucky,21,35-39 years,35-39,9th through 12th grade with no diploma,2,2023,2023,208,0.00%,36.6,1.32
Kentucky,21,35-39 years,35-39,High school graduate or GED completed,3,2018,2018,692,0.00%,36.63,1.37
Kentucky,21,35-39 years,35-39,High school graduate or GED completed,3,2019,2019,681,0.00%,36.43,1.33
Kentucky,21,35-39 years,35-39,High school graduate or GED completed,3,2020,2020,672,0.00%,36.5,1.32
Kentucky,21,35-39 years,35-39,High school graduate or GED completed,3,2021,2021,671,0.00%,36.49,1.36
Kentucky,21,35-39 years,35-39,High school graduate or GED completed,3,2022,2022,666,0.00%,36.46,1.35
Kentucky,21,35-39 years,35-39,High school graduate or GED completed,3,2023,2023,663,0.00%,36.46,1.31
Kentucky,21,35-39 years,35-39,"Some college credit, but not a degree",4,2018,2018,858,0.01%,36.47,1.3
Kentucky,21,35-39 years,35-39,"Some college credit, but not a degree",4,2019,2019,832,0.00%,36.48,1.32
Kentucky,21,35-39 years,35-39,"Some college credit, but not a degree",4,2020,2020,823,0.00%,36.54,1.36
Kentucky,21,35-39 years,35-39,"Some college credit, but not a degree",4,2021,2021,843,0.00%,36.55,1.34
Kentucky,21,35-39 years,35-39,"Some college credit, but not a degree",4,2022,2022,771,0.00%,36.49,1.32
Kentucky,21,35-39 years,35-39,"Some college credit, but not a degree",4,2023,2023,843,0.00%,36.47,1.32
Kentucky,21,35-39 years,35-39,"Associate degree (AA, AS)",5,2018,2018,541,0.00%,36.42,1.29
Kentucky,21,35-39 years,35-39,"Associate degree (AA, AS)",5,2019,2019,526,0.00%,36.58,1.36
Kentucky,21,35-39 years,35-39,"Associate degree (AA, AS)",5,2020,2020,535,0.00%,36.46,1.35
Kentucky,21,35-39 years,35-39,"Associate degree (AA, AS)",5,2021,2021,523,0.00%,36.59,1.38
Kentucky,21,35-39 years,35-39,"Associate degree (AA, AS)",5,2022,2022,565,0.00%,36.44,1.28
Kentucky,21,35-39 years,35-39,"Associate degree (AA, AS)",5,2023,2023,469,0.00%,36.55,1.38
Kentucky,21,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,2018,2018,1112,0.01%,36.44,1.34
Kentucky,21,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,2019,2019,1103,0.01%,36.56,1.33
Kentucky,21,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,2020,2020,1111,0.01%,36.5,1.35
Kentucky,21,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,2021,2021,1185,0.01%,36.46,1.34
Kentucky,21,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,2022,2022,1123,0.01%,36.4,1.3
Kentucky,21,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,2023,2023,1097,0.01%,36.55,1.38
Kentucky,21,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2018,2018,839,0.00%,36.46,1.36
Kentucky,21,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2019,2019,799,0.00%,36.49,1.33
Kentucky,21,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2020,2020,869,0.01%,36.45,1.32
Kentucky,21,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2021,2021,859,0.01%,36.5,1.34
Kentucky,21,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2022,2022,876,0.01%,36.47,1.38
Kentucky,21,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2023,2023,833,0.00%,36.54,1.36
Kentucky,21,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2018,2018,270,0.00%,36.51,1.32
Kentucky,21,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2019,2019,242,0.00%,36.6,1.34
Kentucky,21,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2020,2020,271,0.00%,36.6,1.33
Kentucky,21,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2021,2021,293,0.00%,36.44,1.37
Kentucky,21,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2022,2022,304,0.00%,36.59,1.34
Kentucky,21,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2023,2023,280,0.00%,36.43,1.38
Kentucky,21,35-39 years,35-39,Unknown or Not Stated,Unk,2018,2018,15,0.00%,36.73,1.34
Kentucky,21,35-39 years,35-39,Unknown or Not Stated,Unk,2019,2019,34,0.00%,36.5,1.33
Kentucky,21,35-39 years,35-39,Unknown or Not Stated,Unk,2020,2020,21,0.00%,36.57,1.22
Kentucky,21,35-39 years,35-39,Unknown or Not Stated,Unk,2021,2021,17,0.00%,36.53,1.42
Kentucky,21,35-39 years,35-39,Unknown or Not Stated,Unk,2022,2022,40,0.00%,36.48,1.41
Kentucky,21,35-39 years,35-39,Unknown or Not Stated,Unk,2023,2023,18,0.00%,36.72,1.33
Kentucky,21,40-44 years,40-44,8th grade or less,1,2018,2018,28,0.00%,41.32,1.23
Kentucky,21,40-44 years,40-44,8th grade or less,1,2019,2019,38,0.00%,41.26,1.31
Kentucky,21,40-44 years,40-44,8th grade or less,1,2020,2020,38,0.00%,41.76,1.35
Kentucky,21,40-44 years,40-44,8th grade or less,1,2021,2021,49,0.00%,41.14,1.12
Kentucky,21,40-44 years,40-44,8th grade or less,1,2022,2022,57,0.00%,41.19,1.19
Kentucky,21,40-44 years,40-44,8th grade or less,1,2023,2023,60,0.00%,41.27,1.22
Kentucky,21,40-44 years,40-44,9th through 12th grade with no diploma,2,2018,2018,29,0.00%,40.9,1.18
Kentucky,21,40-44 years,40-44,9th through 12th grade with no diploma,2,2019,2019,34,0.00%,40.82,0.89
Kentucky,21,40-44 years,40-44,9th through 12th grade with no diploma,2,2020,2020,52,0.00%,41.08,1.27
Kentucky,21,40-44 years,40-44,9th through 12th grade with no diploma,2,2021,2021,44,0.00%,40.98,1.03
Kentucky,21,40-44 years,40-44,9th through 12th grade with no diploma,2,2022,2022,39,0.00%,41.08,1.31
Kentucky,21,40-44 years,40-44,9th through 12th grade with no diploma,2,2023,2023,41,0.00%,41.15,1.14
Kentucky,21,40-44 years,40-44,High school graduate or GED completed,3,2018,2018,118,0.00%,41.13,1.23
Kentucky,21,40-44 years,40-44,High school graduate or GED completed,3,2019,2019,134,0.00%,41.08,1.15
Kentucky,21,40-44 years,40-44,High school graduate or GED completed,3,2020,2020,114,0.00%,41.11,1.26
Kentucky,21,40-44 years,40-44,High school graduate or GED completed,3,2021,2021,142,0.00%,41.15,1.22
Kentucky,21,40-44 years,40-44,High school graduate or GED completed,3,2022,2022,125,0.00%,40.94,1.12
Kentucky,21,40-44 years,40-44,High school graduate or GED completed,3,2023,2023,107,0.00%,41.09,1.1
Kentucky,21,40-44 years,40-44,"Some college credit, but not a degree",4,2018,2018,142,0.00%,41.24,1.23
Kentucky,21,40-44 years,40-44,"Some college credit, but not a degree",4,2019,2019,144,0.00%,41.06,1.19
Kentucky,21,40-44 years,40-44,"Some college credit, but not a degree",4,2020,2020,171,0.00%,40.96,1.14
Kentucky,21,40-44 years,40-44,"Some college credit, but not a degree",4,2021,2021,159,0.00%,40.96,1.09
Kentucky,21,40-44 years,40-44,"Some college credit, but not a degree",4,2022,2022,146,0.00%,41.03,1.09
Kentucky,21,40-44 years,40-44,"Some college credit, but not a degree",4,2023,2023,172,0.00%,41.16,1.18
Kentucky,21,40-44 years,40-44,"Associate degree (AA, AS)",5,2018,2018,74,0.00%,40.82,0.89
Kentucky,21,40-44 years,40-44,"Associate degree (AA, AS)",5,2019,2019,93,0.00%,41.05,1.2
Kentucky,21,40-44 years,40-44,"Associate degree (AA, AS)",5,2020,2020,99,0.00%,40.83,1.06
Kentucky,21,40-44 years,40-44,"Associate degree (AA, AS)",5,2021,2021,89,0.00%,40.94,1.15
Kentucky,21,40-44 years,40-44,"Associate degree (AA, AS)",5,2022,2022,97,0.00%,40.91,1.07
Kentucky,21,40-44 years,40-44,"Associate degree (AA, AS)",5,2023,2023,123,0.00%,41.15,1.22
Kentucky,21,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2018,2018,186,0.00%,40.96,1.12
Kentucky,21,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2019,2019,193,0.00%,41.24,1.3
Kentucky,21,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2020,2020,184,0.00%,41.04,1.17
Kentucky,21,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2021,2021,183,0.00%,40.91,1.09
Kentucky,21,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2022,2022,204,0.00%,41.14,1.1
